 format: day,hour,value location:60_127 Start : 20230101 
 7, 0007, 0.000000 
 7, 0008, 0.000000 
 7, 0009, 0.000000 
 7, 0010, 0.000000 
 7, 0011, 0.000000 
 7, 0012, 0.000000 
 7, 0013, 0.000000 
 7, 0014, 0.000000 
 7, 0015, 0.000000 
 7, 0016, 0.000000 
 7, 0017, 0.000000 
 7, 0018, 0.000000 
 7, 0019, 0.000000 
 7, 0020, 0.000000 
 7, 0021, 0.000000 
 7, 0022, 0.000000 
 7, 0023, 0.000000 
 8, 0000, 0.000000 
 8, 0001, 0.000000 
 8, 0002, 0.000000 
 8, 0003, 0.000000 
 8, 0004, 0.000000 
 8, 0005, 0.000000 
 8, 0006, 0.000000 
 8, 0007, 0.000000 
 8, 0008, 0.000000 
 8, 0009, 0.000000 
 8, 0010, 0.000000 
 8, 0011, 0.000000 
 8, 0012, 0.000000 
 8, 0013, 0.000000 
 8, 0014, 0.000000 
 8, 0015, 0.000000 
 8, 0016, 0.000000 
 8, 0017, 0.000000 
 8, 0018, 0.000000 
 8, 0019, 0.000000 
 8, 0020, 0.000000 
 8, 0021, 0.000000 
 8, 0022, 0.000000 
 8, 0023, 0.000000 
 9, 0000, -1.000000 
 9, 0001, 0.000000 
 9, 0002, 0.000000 
 9, 0003, 0.000000 
 9, 0004, 0.000000 
 9, 0005, 0.000000 
 9, 0006, 0.000000 
 9, 0007, 0.000000 
 9, 0008, 0.000000 
 9, 0009, 0.000000 
 9, 0010, 0.000000 
 9, 0011, 0.000000 
 9, 0012, 0.000000 
 9, 0013, 0.000000 
 9, 0014, 0.000000 
 9, 0015, 0.000000 
 9, 0016, 0.000000 
 9, 0017, 0.000000 
 9, 0018, 0.000000 
 9, 0019, 0.000000 
 9, 0020, 0.000000 
 9, 0021, 0.000000 
 9, 0022, 0.000000 
 9, 0023, 0.000000 
 10, 0000, 0.000000 
 10, 0001, 0.000000 
 10, 0002, 0.000000 
 10, 0003, 0.000000 
 10, 0004, 0.000000 
 10, 0005, 0.000000 
 10, 0006, 0.000000 
 10, 0007, 0.000000 
 10, 0008, 0.000000 
 10, 0009, 0.000000 
 10, 0010, 0.000000 
 10, 0011, 0.000000 
 10, 0012, 0.000000 
 10, 0013, 0.000000 
 10, 0014, 0.000000 
 10, 0015, 0.000000 
 10, 0016, 0.000000 
 10, 0017, 0.000000 
 10, 0018, 0.000000 
 10, 0019, 0.000000 
 10, 0020, 0.000000 
 10, 0021, 0.000000 
 10, 0022, 0.000000 
 10, 0023, 0.000000 
 11, 0000, 0.000000 
 11, 0001, 0.000000 
 11, 0002, 0.000000 
 11, 0003, 0.000000 
 11, 0004, 0.000000 
 11, 0005, 0.000000 
 11, 0006, 0.000000 
 11, 0007, 0.000000 
 11, 0008, 0.000000 
 11, 0009, 0.000000 
 11, 0010, 0.000000 
 11, 0011, 0.000000 
 11, 0012, 0.000000 
 11, 0013, 0.000000 
 11, 0014, 0.000000 
 11, 0015, 0.000000 
 11, 0016, 0.000000 
 11, 0017, 0.000000 
 11, 0018, 0.000000 
 11, 0019, 0.000000 
 11, 0020, 0.000000 
 11, 0021, 0.000000 
 11, 0022, 0.000000 
 11, 0023, 0.000000 
 12, 0000, 0.000000 
 12, 0001, 0.000000 
 12, 0002, 0.000000 
 12, 0003, 0.000000 
 12, 0004, 0.000000 
 12, 0005, 0.000000 
 12, 0006, 0.000000 
 12, 0007, 0.000000 
 12, 0008, 0.000000 
 12, 0009, 0.000000 
 12, 0010, 0.000000 
 12, 0011, 0.000000 
 12, 0012, 0.000000 
 12, 0013, 0.000000 
 12, 0014, 0.200000 
 12, 0015, 0.800000 
 12, 0016, 6.800000 
 12, 0017, 3.600000 
 12, 0018, 1.300000 
 12, 0019, 2.800000 
 12, 0020, 5.900000 
 12, 0021, 10.600000 
 12, 0022, 2.500000 
 12, 0023, 1.300000 
 13, 0000, 0.200000 
 13, 0001, 0.100000 
 13, 0002, 0.000000 
 13, 0003, 0.000000 
 13, 0004, 0.000000 
 13, 0005, 0.400000 
 13, 0006, 0.200000 
 13, 0007, 0.300000 
 13, 0008, 0.100000 
 13, 0009, 0.100000 
 13, 0010, 0.000000 
 13, 0011, 0.000000 
 13, 0012, 0.100000 
 13, 0013, 0.000000 
 13, 0014, 0.000000 
 13, 0015, 0.100000 
 13, 0016, 0.000000 
 13, 0017, 0.000000 
 13, 0018, 0.000000 
 13, 0019, 0.000000 
 13, 0020, 0.000000 
 13, 0021, 0.100000 
 13, 0022, 0.000000 
 13, 0023, 0.000000 
 14, 0000, 0.000000 
 14, 0001, 0.300000 
 14, 0002, 1.000000 
 14, 0003, 0.100000 
 14, 0004, 0.000000 
 14, 0005, 0.000000 
 14, 0006, 0.000000 
 14, 0007, 0.000000 
 14, 0008, 0.000000 
 14, 0009, 0.000000 
 14, 0010, 0.000000 
 14, 0011, 0.000000 
 14, 0012, 0.000000 
 14, 0013, 0.000000 
 14, 0014, 0.000000 
 14, 0015, 0.000000 
 14, 0016, 0.300000 
 14, 0017, 0.500000 
 14, 0018, 0.200000 
 14, 0019, 0.500000 
 14, 0020, 0.400000 
 14, 0021, 0.300000 
 14, 0022, 0.100000 
 14, 0023, 0.400000 
 15, 0000, 0.500000 
 15, 0001, 0.000000 
 15, 0002, 0.000000 
 15, 0003, 0.000000 
 15, 0004, 0.000000 
 15, 0005, 0.000000 
 15, 0006, 0.000000 
 15, 0007, 0.000000 
 15, 0008, 0.000000 
 15, 0009, 0.000000 
 15, 0010, 0.000000 
 15, 0011, 0.000000 
 15, 0012, 0.000000 
 15, 0013, 0.000000 
 15, 0014, 0.000000 
 15, 0015, 0.000000 
 15, 0016, 0.000000 
 15, 0017, 0.000000 
 15, 0018, 0.000000 
 15, 0019, 0.000000 
 15, 0020, 0.000000 
 15, 0021, 0.000000 
 15, 0022, 0.000000 
 15, 0023, 0.000000 
 16, 0000, 0.000000 
 16, 0001, 0.000000 
 16, 0002, 0.000000 
 16, 0003, 0.000000 
 16, 0004, 0.000000 
 16, 0005, 0.000000 
 16, 0006, 0.000000 
 16, 0007, 0.000000 
 16, 0008, 0.000000 
 16, 0009, 0.000000 
 16, 0010, 0.000000 
 16, 0011, 0.000000 
 16, 0012, 0.000000 
 16, 0013, 0.000000 
 16, 0014, 0.000000 
 16, 0015, 0.000000 
 16, 0016, 0.000000 
 16, 0017, 0.000000 
 16, 0018, 0.000000 
 16, 0019, 0.000000 
 16, 0020, 0.000000 
 16, 0021, 0.000000 
 16, 0022, 0.000000 
 16, 0023, 0.000000 
 17, 0000, 0.000000 
 17, 0001, 0.000000 
 17, 0002, 0.000000 
 17, 0003, 0.000000 
 17, 0004, 0.000000 
 17, 0005, 0.000000 
 17, 0006, 0.000000 
 17, 0007, 0.000000 
 17, 0008, 0.000000 
 17, 0009, 0.000000 
 17, 0010, 0.000000 
 17, 0011, 0.000000 
 17, 0012, 0.000000 
 17, 0013, 0.000000 
 17, 0014, 0.000000 
 17, 0015, 0.000000 
 17, 0016, 0.000000 
 17, 0017, 0.000000 
 17, 0018, 0.000000 
 17, 0019, 0.000000 
 17, 0020, 0.000000 
 17, 0021, 0.000000 
 17, 0022, 0.000000 
 17, 0023, 0.000000 
 18, 0000, 0.000000 
 18, 0001, 0.000000 
 18, 0002, 0.000000 
 18, 0003, 0.000000 
 18, 0004, 0.000000 
 18, 0005, 0.000000 
 18, 0006, 0.000000 
 18, 0007, 0.000000 
 18, 0008, 0.000000 
 18, 0009, 0.000000 
 18, 0010, 0.000000 
 18, 0011, 0.000000 
 18, 0012, 0.000000 
 18, 0013, 0.000000 
 18, 0014, 0.000000 
 18, 0015, 0.000000 
 18, 0016, 0.000000 
 18, 0017, 0.000000 
 18, 0018, 0.000000 
 18, 0019, 0.000000 
 18, 0020, 0.000000 
 18, 0021, 0.000000 
 18, 0022, 0.000000 
 18, 0023, 0.000000 
 19, 0000, 0.000000 
 19, 0001, 0.000000 
 19, 0002, 0.000000 
 19, 0003, 0.000000 
 19, 0004, 0.000000 
 19, 0005, 0.000000 
 19, 0006, 0.000000 
 19, 0007, 0.000000 
 19, 0008, 0.000000 
 19, 0009, 0.000000 
 19, 0010, 0.000000 
 19, 0011, 0.100000 
 19, 0012, 0.000000 
 19, 0013, 0.200000 
 19, 0014, 0.700000 
 19, 0015, 0.000000 
 19, 0016, 0.000000 
 19, 0017, 0.000000 
 19, 0018, 0.000000 
 19, 0019, 0.000000 
 19, 0020, 0.000000 
 19, 0021, 0.000000 
 19, 0022, 0.000000 
 19, 0023, 0.000000 
 20, 0000, 0.000000 
 20, 0001, 0.000000 
 20, 0002, 0.000000 
 20, 0003, 0.000000 
 20, 0004, 0.000000 
 20, 0005, 0.000000 
 20, 0006, 0.000000 
 20, 0007, 0.000000 
 20, 0008, 0.000000 
 20, 0009, 0.000000 
 20, 0010, 0.000000 
 20, 0011, 0.000000 
 20, 0012, 0.000000 
 20, 0013, 0.000000 
 20, 0014, 0.000000 
 20, 0015, 0.000000 
 20, 0016, 0.000000 
 20, 0017, 0.000000 
 20, 0018, 0.000000 
 20, 0019, 0.000000 
 20, 0020, 0.000000 
 20, 0021, 0.000000 
 20, 0022, 0.000000 
 20, 0023, 0.000000 
 21, 0000, 0.000000 
 21, 0001, 0.000000 
 21, 0002, 0.000000 
 21, 0003, 0.000000 
 21, 0004, 0.000000 
 21, 0005, 0.000000 
 21, 0006, 0.000000 
 21, 0007, 0.000000 
 21, 0008, 0.000000 
 21, 0009, 0.000000 
 21, 0010, 0.000000 
 21, 0011, 0.000000 
 21, 0012, 0.000000 
 21, 0013, 0.000000 
 21, 0014, 0.000000 
 21, 0015, 0.000000 
 21, 0016, 0.000000 
 21, 0017, 0.000000 
 21, 0018, 0.000000 
 21, 0019, 0.000000 
 21, 0020, 0.000000 
 21, 0021, 0.000000 
 21, 0022, 0.000000 
 21, 0023, 0.000000 
 22, 0000, 0.000000 
 22, 0001, 0.000000 
 22, 0002, 0.000000 
 22, 0003, 0.000000 
 22, 0004, 0.000000 
 22, 0005, 0.000000 
 22, 0006, 0.000000 
 22, 0007, 0.000000 
 22, 0008, 0.000000 
 22, 0009, 0.000000 
 22, 0010, 0.000000 
 22, 0011, 0.000000 
 22, 0012, 0.000000 
 22, 0013, 0.000000 
 22, 0014, 0.000000 
 22, 0015, 0.000000 
 22, 0016, 0.000000 
 22, 0017, 0.000000 
 22, 0018, 0.000000 
 22, 0019, 0.000000 
 22, 0020, 0.000000 
 22, 0021, 0.000000 
 22, 0022, 0.000000 
 22, 0023, 0.000000 
 23, 0000, 0.000000 
 23, 0001, 0.000000 
 23, 0002, 0.000000 
 23, 0003, 0.000000 
 23, 0004, 0.000000 
 23, 0005, 0.000000 
 23, 0006, 0.000000 
 23, 0007, 0.000000 
 23, 0008, 0.000000 
 23, 0009, 0.000000 
 23, 0010, 0.000000 
 23, 0011, 0.000000 
 23, 0012, 0.000000 
 23, 0013, 0.000000 
 23, 0014, 0.000000 
 23, 0015, 0.000000 
 23, 0016, 0.000000 
 23, 0017, 0.000000 
 23, 0018, 0.000000 
 23, 0019, 0.000000 
 23, 0020, 0.000000 
 23, 0021, 0.000000 
 23, 0022, 0.000000 
 23, 0023, 0.000000 
 24, 0000, 0.000000 
 24, 0001, 0.000000 
 24, 0002, 0.000000 
 24, 0003, 0.000000 
 24, 0004, 0.000000 
 24, 0005, 0.000000 
 24, 0006, 0.000000 
 24, 0007, 0.000000 
 24, 0008, 0.000000 
 24, 0009, 0.000000 
 24, 0010, 0.000000 
 24, 0011, 0.000000 
 24, 0012, 0.000000 
 24, 0013, 0.000000 
 24, 0014, 0.000000 
 24, 0015, 0.000000 
 24, 0016, 0.000000 
 24, 0017, 0.000000 
 24, 0018, 0.000000 
 24, 0019, 0.000000 
 24, 0020, 0.000000 
 24, 0021, 0.000000 
 24, 0022, 0.000000 
 24, 0023, 0.000000 
 25, 0000, 0.000000 
 25, 0001, 0.000000 
 25, 0002, 0.000000 
 25, 0003, 0.000000 
 25, 0004, 0.000000 
 25, 0005, 0.000000 
 25, 0006, 0.000000 
 25, 0007, 0.000000 
 25, 0008, 0.000000 
 25, 0009, 0.000000 
 25, 0010, 0.000000 
 25, 0011, 0.000000 
 25, 0012, 0.000000 
 25, 0013, 0.000000 
 25, 0014, 0.000000 
 25, 0015, 0.000000 
 25, 0016, 0.000000 
 25, 0017, 0.000000 
 25, 0018, 0.000000 
 25, 0019, 0.200000 
 25, 0020, 0.200000 
 25, 0021, 0.100000 
 25, 0022, 0.200000 
 25, 0023, 0.100000 
 26, 0000, 0.000000 
 26, 0001, 0.000000 
 26, 0002, 0.000000 
 26, 0003, 0.000000 
 26, 0004, 0.000000 
 26, 0005, 0.000000 
 26, 0006, 0.000000 
 26, 0007, 0.000000 
 26, 0008, 0.000000 
 26, 0009, 0.000000 
 26, 0010, 0.000000 
 26, 0011, 0.000000 
 26, 0012, 0.000000 
 26, 0013, 0.000000 
 26, 0014, 0.000000 
 26, 0015, 0.000000 
 26, 0016, 0.000000 
 26, 0017, 0.000000 
 26, 0018, 0.000000 
 26, 0019, 0.000000 
 26, 0020, 0.000000 
 26, 0021, 0.000000 
 26, 0022, 0.000000 
 26, 0023, 0.000000 
 27, 0000, 0.000000 
 27, 0001, 0.000000 
 27, 0002, 0.000000 
 27, 0003, 0.000000 
 27, 0004, 0.000000 
 27, 0005, 0.000000 
 27, 0006, 0.000000 
 27, 0007, 0.000000 
 27, 0008, 0.000000 
 27, 0009, 0.000000 
 27, 0010, 0.000000 
 27, 0011, 0.000000 
 27, 0012, 0.000000 
 27, 0013, 0.000000 
 27, 0014, 0.000000 
 27, 0015, 0.000000 
 27, 0016, 0.000000 
 27, 0017, 0.000000 
 27, 0018, 0.000000 
 27, 0019, 0.000000 
 27, 0020, 0.000000 
 27, 0021, 0.000000 
 27, 0022, 0.000000 
 27, 0023, 0.000000 
 28, 0000, 0.000000 
 28, 0001, 0.000000 
 28, 0002, 0.000000 
 28, 0003, 0.000000 
 28, 0004, 0.000000 
 28, 0005, 0.000000 
 28, 0006, 0.000000 
 28, 0007, 0.000000 
 28, 0008, 0.000000 
 28, 0009, 0.000000 
 28, 0010, 0.000000 
 28, 0011, 0.000000 
 28, 0012, 0.000000 
 28, 0013, 0.000000 
 28, 0014, 0.000000 
 28, 0015, 0.000000 
 28, 0016, 0.000000 
 28, 0017, 0.000000 
 28, 0018, 0.000000 
 28, 0019, 0.000000 
 28, 0020, 0.000000 
 28, 0021, 0.000000 
 28, 0022, 0.000000 
 28, 0023, 0.000000 
 29, 0000, 0.000000 
 29, 0001, 0.000000 
 29, 0002, 0.000000 
 29, 0003, 0.000000 
 29, 0004, 0.000000 
 29, 0005, 0.000000 
 29, 0006, 0.000000 
 29, 0007, 0.000000 
 29, 0008, 0.000000 
 29, 0009, 0.000000 
 29, 0010, 0.000000 
 29, 0011, 0.000000 
 29, 0012, 0.000000 
 29, 0013, 0.000000 
 29, 0014, 0.000000 
 29, 0015, 0.000000 
 29, 0016, 0.000000 
 29, 0017, 0.000000 
 29, 0018, 0.000000 
 29, 0019, 0.000000 
 29, 0020, 0.000000 
 29, 0021, 0.000000 
 29, 0022, 0.000000 
 29, 0023, 0.000000 
 30, 0000, 0.000000 
 30, 0001, 0.000000 
 30, 0002, 0.000000 
 30, 0003, 0.000000 
 30, 0004, 0.000000 
 30, 0005, 0.000000 
 30, 0006, 0.000000 
 30, 0007, 0.000000 
 30, 0008, 0.000000 
 30, 0009, 0.000000 
 30, 0010, 0.000000 
 30, 0011, 0.000000 
 30, 0012, 0.000000 
 30, 0013, 0.000000 
 30, 0014, 0.000000 
 30, 0015, 0.000000 
 30, 0016, 0.000000 
 30, 0017, 0.000000 
 30, 0018, 0.000000 
 30, 0019, 0.000000 
 30, 0020, 0.000000 
 30, 0021, 0.000000 
 30, 0022, 0.000000 
 30, 0023, 0.000000 
 31, 0000, 0.000000 
 31, 0001, 0.000000 
 31, 0002, 0.000000 
 31, 0003, 0.000000 
 31, 0004, 0.000000 
 31, 0005, 0.000000 
 31, 0006, 0.000000 
 31, 0007, 0.000000 
 31, 0008, 0.000000 
 31, 0009, 0.000000 
 31, 0010, 0.000000 
 31, 0011, 0.000000 
 31, 0012, 0.000000 
 31, 0013, 0.000000 
 31, 0014, 0.000000 
 31, 0015, 0.000000 
 31, 0016, 0.000000 
 31, 0017, 0.000000 
 31, 0018, 0.000000 
 31, 0019, 0.000000 
 31, 0020, 0.000000 
 31, 0021, 0.000000 
 31, 0022, 0.000000 
 31, 0023, 0.000000 
 32, 0000, 0.000000 
 32, 0001, 0.000000 
 32, 0002, 0.000000 
 32, 0003, 0.000000 
 32, 0004, 0.000000 
 32, 0005, 0.000000 
 32, 0006, 0.000000 
 32, 0007, 0.000000 
 32, 0008, 0.000000 
 32, 0009, 0.000000 
 32, 0010, 0.000000 
 32, 0011, 0.000000 
 32, 0012, 0.000000 
 32, 0013, 0.000000 
 32, 0014, 0.000000 
 32, 0015, 0.000000 
 32, 0016, 0.000000 
 32, 0017, 0.000000 
 32, 0018, 0.000000 
 32, 0019, 0.000000 
 32, 0020, 0.000000 
 32, 0021, 0.000000 
 32, 0022, 0.000000 
 32, 0023, 0.000000 
 33, 0000, 0.000000 
 33, 0001, 0.000000 
 33, 0002, 0.000000 
 33, 0003, 0.000000 
 33, 0004, 0.000000 
 33, 0005, 0.000000 
 33, 0006, 0.000000 
 33, 0007, 0.000000 
 33, 0008, 0.000000 
 33, 0009, 0.000000 
 33, 0010, 0.000000 
 33, 0011, 0.000000 
 33, 0012, 0.000000 
 33, 0013, 0.000000 
 33, 0014, 0.000000 
 33, 0015, 0.000000 
 33, 0016, 0.000000 
 33, 0017, 0.000000 
 33, 0018, 0.000000 
 33, 0019, 0.000000 
 33, 0020, 0.000000 
 33, 0021, 0.000000 
 33, 0022, 0.000000 
 33, 0023, 0.000000 
 34, 0000, 0.000000 
 34, 0001, 0.000000 
 34, 0002, 0.000000 
 34, 0003, 0.000000 
 34, 0004, 0.000000 
 34, 0005, 0.000000 
 34, 0006, 0.000000 
 34, 0007, 0.000000 
 34, 0008, 0.000000 
 34, 0009, 0.000000 
 34, 0010, 0.000000 
 34, 0011, 0.000000 
 34, 0012, 0.000000 
 34, 0013, 0.000000 
 34, 0014, 0.000000 
 34, 0015, 0.000000 
 34, 0016, 0.000000 
 34, 0017, 0.000000 
 34, 0018, 0.000000 
 34, 0019, 0.000000 
 34, 0020, 0.000000 
 34, 0021, 0.000000 
 34, 0022, 0.000000 
 34, 0023, 0.000000 
 35, 0000, 0.000000 
 35, 0001, 0.000000 
 35, 0002, 0.000000 
 35, 0003, 0.000000 
 35, 0004, 0.000000 
 35, 0005, 0.000000 
 35, 0006, 0.000000 
 35, 0007, 0.000000 
 35, 0008, 0.000000 
 35, 0009, 0.000000 
 35, 0010, 0.000000 
 35, 0011, 0.000000 
 35, 0012, 0.000000 
 35, 0013, 0.000000 
 35, 0014, 0.000000 
 35, 0015, 0.000000 
 35, 0016, 0.000000 
 35, 0017, 0.000000 
 35, 0018, 0.000000 
 35, 0019, 0.000000 
 35, 0020, 0.000000 
 35, 0021, 0.000000 
 35, 0022, 0.000000 
 35, 0023, 0.000000 
 36, 0000, 0.000000 
 36, 0001, 0.000000 
 36, 0002, 0.000000 
 36, 0003, 0.000000 
 36, 0004, 0.000000 
 36, 0005, 0.000000 
 36, 0006, 0.000000 
 36, 0007, 0.000000 
 36, 0008, 0.000000 
 36, 0009, 0.000000 
 36, 0010, 0.000000 
 36, 0011, 0.000000 
 36, 0012, 0.000000 
 36, 0013, 0.000000 
 36, 0014, 0.000000 
 36, 0015, 0.000000 
 36, 0016, 0.000000 
 36, 0017, 0.000000 
 36, 0018, 0.000000 
 36, 0019, 0.000000 
 36, 0020, 0.000000 
 36, 0021, 0.000000 
 36, 0022, 0.000000 
 36, 0023, 0.000000 
 37, 0000, 0.000000 
 37, 0001, 0.000000 
 37, 0002, 0.000000 
 37, 0003, 0.000000 
 37, 0004, 0.000000 
 37, 0005, 0.000000 
 37, 0006, 0.000000 
 37, 0007, 0.000000 
 37, 0008, 0.000000 
 37, 0009, 0.000000 
 37, 0010, 0.000000 
 37, 0011, 0.000000 
 37, 0012, 0.000000 
 37, 0013, 0.000000 
 37, 0014, 0.000000 
 37, 0015, 0.000000 
 37, 0016, 0.000000 
 37, 0017, 0.000000 
 37, 0018, 0.000000 
 37, 0019, 0.000000 
 37, 0020, 0.000000 
 37, 0021, 0.000000 
 37, 0022, 0.000000 
 37, 0023, 0.000000 
 38, 0000, 0.000000 
 38, 0001, 0.000000 
 38, 0002, 0.000000 
 38, 0003, 0.000000 
 38, 0004, 0.000000 
 38, 0005, 0.000000 
 38, 0006, 0.000000 
 38, 0007, 0.000000 
 38, 0008, 0.000000 
 38, 0009, 0.000000 
 38, 0010, 0.000000 
 38, 0011, 0.000000 
 38, 0012, 0.000000 
 38, 0013, 0.000000 
 38, 0014, 0.000000 
 38, 0015, 0.000000 
 38, 0016, 0.000000 
 38, 0017, 0.000000 
 38, 0018, 0.000000 
 38, 0019, 0.000000 
 38, 0020, 0.000000 
 38, 0021, 0.000000 
 38, 0022, 0.000000 
 38, 0023, 0.000000 
 39, 0000, 0.000000 
 39, 0001, 0.000000 
 39, 0002, 0.000000 
 39, 0003, 0.000000 
 39, 0004, 0.000000 
 39, 0005, 0.000000 
 39, 0006, 0.000000 
 39, 0007, 0.000000 
 39, 0008, 0.000000 
 39, 0009, 0.000000 
 39, 0010, 0.000000 
 39, 0011, 0.000000 
 39, 0012, 0.000000 
 39, 0013, 0.000000 
 39, 0014, 0.000000 
 39, 0015, 0.000000 
 39, 0016, 0.000000 
 39, 0017, 0.000000 
 39, 0018, 0.000000 
 39, 0019, 0.000000 
 39, 0020, 0.000000 
 39, 0021, 0.000000 
 39, 0022, 0.000000 
 39, 0023, 0.000000 
 40, 0000, 0.000000 
 40, 0001, 0.000000 
 40, 0002, 0.000000 
 40, 0003, 0.000000 
 40, 0004, 0.000000 
 40, 0005, 0.000000 
 40, 0006, 0.000000 
 40, 0007, 0.000000 
 40, 0008, 0.000000 
 40, 0009, 0.000000 
 40, 0010, 0.000000 
 40, 0011, 0.000000 
 40, 0012, 0.000000 
 40, 0013, 0.000000 
 40, 0014, 0.000000 
 40, 0015, 0.000000 
 40, 0016, 0.000000 
 40, 0017, 0.000000 
 40, 0018, 0.000000 
 40, 0019, 0.100000 
 40, 0020, 0.100000 
 40, 0021, 0.200000 
 40, 0022, 0.100000 
 40, 0023, 0.100000 
 41, 0000, 0.000000 
 41, 0001, 0.000000 
 41, 0002, 0.000000 
 41, 0003, 0.000000 
 41, 0004, 0.000000 
 41, 0005, 0.000000 
 41, 0006, 0.000000 
 41, 0007, 0.000000 
 41, 0008, 0.000000 
 41, 0009, 0.000000 
 41, 0010, 0.000000 
 41, 0011, 0.000000 
 41, 0012, 0.000000 
 41, 0013, 0.000000 
 41, 0014, 0.000000 
 41, 0015, 0.000000 
 41, 0016, 0.000000 
 41, 0017, 0.000000 
 41, 0018, 0.000000 
 41, 0019, 0.000000 
 41, 0020, 0.000000 
 41, 0021, 0.000000 
 41, 0022, 0.000000 
 41, 0023, 0.000000 
 42, 0000, 0.000000 
 42, 0001, 0.000000 
 42, 0002, 0.000000 
 42, 0003, 0.000000 
 42, 0004, 0.000000 
 42, 0005, 0.000000 
 42, 0006, 0.000000 
 42, 0007, 0.000000 
 42, 0008, 0.000000 
 42, 0009, 0.000000 
 42, 0010, 0.000000 
 42, 0011, 0.000000 
